is_actived,Genero,Edad,city_owner,estrato,price_plan,nombre_zone,ventas_Retiradas_causales,Retiro,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
Rechazado,M,47,Cali,3,63749.0,O,No Aplica,NO,Doble Solicitud,6,11,0,40-49,Internet-voz,100
Orden creada,M,21,Cali,2,79049.0,O,No Aplica,NO,No Aplica,6,11,1,18-29,Internet-voz,300
Orden creada,H,46,Cali,2,63749.0,O,Cartera,SI,No Aplica,6,11,1,40-49,Internet-voz,100
Orden creada,M,36,Cali,2,63749.0,N,Cartera,SI,No Aplica,6,11,1,30-39,Internet-voz,100
Orden creada,H,56,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,11,1,50-59,Internet-voz,200
Orden creada,M,63,Cali,4,63749.0,S,No Aplica,NO,No Aplica,6,11,1,60-69,Internet-voz,100
Orden creada,M,54,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,11,1,50-59,Internet-voz,100
Orden creada,M,49,Cali,1,69749.0,O,No Aplica,NO,No Aplica,6,11,1,40-49,Internet,300
Orden creada,H,66,Cali,3,56249.0,S,No Aplica,NO,No Aplica,6,11,1,60-69,Internet,100
Orden creada,H,55,Cali,4,79049.0,S,No Aplica,NO,No Aplica,6,11,1,50-59,Internet-voz,300
Orden creada,M,28,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,11,1,18-29,Internet-voz,200
Orden creada,H,21,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,100
Orden creada,H,35,Cali,2,69749.0,O,Voluntario,SI,No Aplica,6,12,1,30-39,Internet,300
Orden creada,M,65,Cali,2,63749.0,S,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,100
Orden creada,M,25,Cali,3,79049.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,300
Rechazado,H,50,Cali,2,63749.0,C,No Aplica,NO,Errores en la Solicitud,6,12,0,50-59,Internet-voz,100
Rechazado,H,27,Cali,3,63749.0,O,No Aplica,NO,Errores en la Solicitud,6,12,0,18-29,Internet-voz,100
Orden creada,H,30,Jamundi,3,69749.0,S,Anulacion,SI,No Aplica,6,12,1,30-39,Internet,300
Orden creada,H,62,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,300
Orden creada,M,20,Cali,3,69749.0,N,Anulacion,SI,No Aplica,6,12,1,18-29,Internet,300
Orden creada,M,40,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,M,50,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,100
Orden creada,H,33,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,H,40,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,200
Orden creada,H,61,Cali,2,63749.0,C,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,100
Orden creada,H,60,Cali,2,59999.0,S,Cartera,SI,No Aplica,6,12,1,60-69,Internet-voz,100
Orden creada,H,39,Cali,2,63749.0,C,Voluntario,SI,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,M,22,Cali,4,79049.0,N,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,300
Orden creada,H,24,Cali,4,70549.0,S,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,H,28,Cali,2,59999.0,C,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,100
Orden creada,M,19,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,100
Orden creada,H,39,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Rechazado,H,47,Cali,4,79049.0,N,No Aplica,NO,Financiero,6,12,0,40-49,Internet-voz,300
Orden creada,H,29,Cali,5,69749.0,N,No Aplica,NO,No Aplica,6,12,1,18-29,Internet,300
Orden creada,H,42,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,M,64,Cali,2,63749.0,N,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,100
Orden creada,H,47,Cali,3,56249.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet,100
Orden creada,H,33,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,H,64,Cali,1,74399.0,O,Voluntario,SI,No Aplica,6,12,1,60-69,Internet,300
Rechazado,M,50,Cali,4,70549.0,C,No Aplica,NO,Doble Solicitud,6,12,0,50-59,Internet-voz,200
Orden creada,M,34,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,M,25,Cali,3,66399.0,N,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,H,62,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,100
Orden creada,M,37,Cali,3,63749.0,N,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,M,48,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,200
Orden creada,M,21,Cali,4,56249.0,N,No Aplica,NO,No Aplica,6,12,1,18-29,Internet,100
Orden creada,H,58,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,200
Orden creada,H,39,Cali,3,63749.0,N,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,H,52,Cali,3,63749.0,N,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,100
Orden creada,M,20,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,H,43,Cali,2,63749.0,O,Cartera,SI,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,M,51,Cali,3,56249.0,S,Anulacion,SI,No Aplica,6,12,1,50-59,Internet,100
Orden creada,H,47,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,M,22,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,H,48,Cali,5,79049.0,N,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,300
Rechazado,H,57,Cali,5,66400.0,C,No Aplica,NO,Financiero,6,12,0,50-59,Internet,200
Orden creada,H,18,Cali,3,66399.0,N,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,M,52,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,100
Orden creada,H,54,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,200
Orden creada,M,37,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,M,35,Cali,3,74399.0,C,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,300
Orden creada,H,50,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,100
Orden creada,H,19,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,300
Orden creada,H,38,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Rechazado,M,30,Cali,3,70549.0,N,No Aplica,NO,Doble Solicitud,6,12,0,30-39,Internet-voz,200
Orden creada,H,28,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,100
Orden creada,H,48,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,200
Orden creada,M,58,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,100
Rechazado,M,43,Cali,3,70549.0,S,No Aplica,NO,Doble Solicitud,6,12,0,40-49,Internet-voz,200
Orden creada,M,34,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,100
Orden creada,M,26,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,H,55,Cali,2,63749.0,C,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,100
Orden creada,M,21,Cali,1,74399.0,O,No Aplica,NO,No Aplica,6,12,1,18-29,Internet,300
Rechazado,H,60,Cali,2,66400.0,S,No Aplica,NO,Financiero,6,12,0,60-69,Internet,200
Orden creada,H,39,Cali,6,69749.0,C,No Aplica,NO,No Aplica,6,12,1,30-39,Internet,300
Orden creada,M,35,Cali,3,79049.0,N,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,300
Orden creada,H,35,Cali,2,70549.0,C,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,200
Orden creada,M,66,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,100
Orden creada,M,26,Cali,3,70549.0,S,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,200
Orden creada,H,40,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,200
Orden creada,H,33,Cali,3,62250.0,S,No Aplica,NO,No Aplica,6,12,1,30-39,Internet,200
Orden creada,M,43,Cali,2,79049.0,N,Cartera,SI,No Aplica,6,12,1,40-49,Internet-voz,300
Orden creada,M,65,Cali,4,66399.0,S,Voluntario,SI,No Aplica,6,12,1,60-69,Internet-voz,200
Orden creada,H,46,Cali,4,69749.0,S,No Aplica,NO,No Aplica,6,12,1,40-49,Internet,300
Orden creada,H,49,Cali,3,79049.0,N,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,300
Orden creada,H,45,Cali,2,70549.0,S,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,200
Orden creada,H,45,Cali,3,63749.0,N,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,H,49,Cali,3,63749.0,N,Cartera,SI,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,H,41,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,100
Orden creada,H,26,Cali,3,79049.0,N,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,300
Orden creada,M,64,Cali,2,79049.0,O,No Aplica,NO,No Aplica,6,12,1,60-69,Internet-voz,300
Orden creada,H,35,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,200
Orden creada,M,33,Cali,5,69749.0,S,No Aplica,NO,No Aplica,6,12,1,30-39,Internet,300
Orden creada,H,50,Cali,2,70549.0,C,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,200
Orden creada,H,33,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,12,1,30-39,Internet-voz,200
Orden creada,H,24,Jamundi,4,74399.0,S,No Aplica,NO,No Aplica,6,12,1,18-29,Internet-voz,300
Rechazado,H,25,Cali,3,63749.0,S,No Aplica,NO,Financiero,6,12,0,18-29,Internet-voz,100
Orden creada,H,20,Cali,1,59999.0,S,Voluntario,SI,No Aplica,6,12,1,18-29,Internet-voz,100
Rechazado,H,45,Cali,2,70549.0,C,No Aplica,NO,Financiero,6,12,0,40-49,Internet-voz,200
Orden creada,H,47,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,200
Orden creada,H,42,Cali,3,79049.0,N,No Aplica,NO,No Aplica,6,12,1,40-49,Internet-voz,300
Orden creada,H,54,Cali,5,70549.0,S,No Aplica,NO,No Aplica,6,12,1,50-59,Internet-voz,200
Orden creada,H,46,Cali,3,62250.0,N,No Aplica,NO,No Aplica,6,12,1,40-49,Internet,200
Orden creada,M,41,Cali,2,62250.0,S,No Aplica,NO,No Aplica,6,13,1,40-49,Internet,200
Orden creada,H,44,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,200
Rechazado,M,57,Cali,1,63749.0,O,No Aplica,NO,Doble Solicitud,6,13,0,50-59,Internet-voz,100
Orden creada,M,52,Cali,2,63749.0,N,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,100
Orden creada,H,38,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,200
Orden creada,H,66,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,60-69,Internet-voz,100
Orden creada,H,29,Cali,2,63749.0,S,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,M,58,Cali,6,79049.0,C,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,300
Orden creada,H,36,Cali,5,59999.0,S,No Aplica,NO,No Aplica,6,13,1,30-39,Internet,100
Rechazado,H,54,Cali,4,63749.0,S,No Aplica,NO,Tiempos y Procesos,6,13,0,50-59,Internet-voz,100
Rechazado,H,48,Cali,2,63749.0,C,No Aplica,NO,Errores en la Solicitud,6,13,0,40-49,Internet-voz,100
Orden creada,H,62,Cali,4,59999.0,N,No Aplica,NO,No Aplica,6,13,1,60-69,Internet,100
Rechazado,H,23,Cali,3,63749.0,S,No Aplica,NO,Tiempos y Procesos,6,13,0,18-29,Internet-voz,100
Rechazado,H,53,Cali,2,63749.0,N,No Aplica,NO,Errores en la Solicitud,6,13,0,50-59,Internet-voz,100
Orden creada,M,44,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,H,49,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,200
Orden creada,H,35,Cali,3,63749.0,N,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,100
Orden creada,M,22,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,300
Orden creada,M,54,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,100
Orden creada,M,19,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,H,47,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,M,47,Cali,2,62250.0,C,Voluntario,SI,No Aplica,6,13,1,40-49,Internet,200
Orden creada,H,52,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,100
Orden creada,H,30,Cali,2,70549.0,C,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,200
Orden creada,H,51,Cali,2,63749.0,N,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,100
Orden creada,M,37,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,100
Orden creada,H,22,Cali,4,70549.0,S,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,200
Orden creada,H,32,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,100
Orden creada,M,57,Cali,1,70549.0,O,Voluntario,SI,No Aplica,6,13,1,50-59,Internet-voz,200
Orden creada,M,53,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,100
Orden creada,M,40,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,M,43,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,200
Orden creada,M,33,Cali,5,66400.0,C,No Aplica,NO,No Aplica,6,13,1,30-39,Internet,200
Orden creada,H,45,Cali,2,70549.0,C,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,200
Orden creada,M,46,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,H,65,Cali,6,63749.0,C,No Aplica,NO,No Aplica,6,13,1,60-69,Internet-voz,100
Orden creada,H,44,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,M,47,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,H,35,Cali,2,69749.0,O,No Aplica,NO,No Aplica,6,13,1,30-39,Internet,300
Orden creada,M,58,Cali,2,70549.0,S,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,200
Orden creada,H,40,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,H,46,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,200
Orden creada,H,61,Cali,2,79049.0,O,No Aplica,NO,No Aplica,6,13,1,60-69,Internet-voz,300
Orden creada,M,34,Cali,6,79049.0,N,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,300
Orden creada,M,27,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,M,30,Cali,3,62250.0,N,No Aplica,NO,No Aplica,6,13,1,30-39,Internet,200
Orden creada,H,32,Cali,1,63749.0,C,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,100
Orden creada,H,53,Cali,6,70549.0,S,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,200
Orden creada,M,65,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,13,1,60-69,Internet-voz,100
Orden creada,H,41,Cali,3,74399.0,N,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,300
Orden creada,H,26,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,M,50,Yumbo,2,66400.0,N,No Aplica,NO,No Aplica,6,13,1,50-59,Internet,200
Orden creada,M,39,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,100
Orden creada,H,30,Cali,2,69749.0,O,No Aplica,NO,No Aplica,6,13,1,30-39,Internet,300
Orden creada,M,28,Cali,2,63749.0,C,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,H,47,Cali,2,70549.0,O,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,200
Orden creada,H,38,Cali,3,70549.0,C,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,200
Rechazado,M,64,Cali,3,79049.0,O,No Aplica,NO,Doble Solicitud,6,13,0,60-69,Internet-voz,300
Orden creada,H,22,Cali,3,79049.0,S,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,300
Orden creada,M,20,Cali,2,79049.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,300
Orden creada,M,28,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,H,31,Cali,2,70549.0,C,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,200
Rechazado,H,20,Cali,3,63749.0,S,No Aplica,NO,Tiempos y Procesos,6,13,0,18-29,Internet-voz,100
Orden creada,M,34,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,13,1,30-39,Internet-voz,100
Orden creada,M,57,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,200
Rechazado,M,58,Cali,1,79049.0,O,No Aplica,NO,Errores en la Solicitud,6,13,0,50-59,Internet-voz,300
Orden creada,H,65,Cali,2,70549.0,S,No Aplica,NO,No Aplica,6,13,1,60-69,Internet-voz,200
Orden creada,H,37,Cali,1,63749.0,O,Cartera,SI,No Aplica,6,13,1,30-39,Internet-voz,100
Rechazado,M,29,Cali,1,79049.0,O,No Aplica,NO,Doble Solicitud,6,13,0,18-29,Internet-voz,300
Orden creada,M,18,Cali,2,63749.0,N,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,100
Orden creada,H,54,Cali,2,63749.0,C,No Aplica,NO,No Aplica,6,13,1,50-59,Internet-voz,100
Rechazado,H,36,Cali,1,63749.0,O,No Aplica,NO,Financiero,6,13,0,30-39,Internet-voz,100
Orden creada,H,19,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,200
Rechazado,H,20,Cali,2,63749.0,N,No Aplica,NO,Tiempos y Procesos,6,13,0,18-29,Internet-voz,100
Rechazado,M,44,Cali,1,63749.0,O,No Aplica,NO,Tiempos y Procesos,6,13,0,40-49,Internet-voz,100
Rechazado,M,42,Cali,3,63749.0,C,No Aplica,NO,Tiempos y Procesos,6,13,0,40-49,Internet-voz,100
Orden creada,H,21,Cali,3,70549.0,N,No Aplica,NO,No Aplica,6,13,1,18-29,Internet-voz,200
Orden creada,H,44,Cali,3,63749.0,C,No Aplica,NO,No Aplica,6,13,1,40-49,Internet-voz,100
Orden creada,H,34,Jamundi,3,62250.0,S,Cartera,SI,No Aplica,6,14,1,30-39,Internet,200
Orden creada,H,44,Cali,3,66399.0,O,Voluntario,SI,No Aplica,6,14,1,40-49,Internet-voz,200
Orden creada,H,24,Cali,3,70549.0,S,Anulacion,SI,No Aplica,6,14,1,18-29,Internet-voz,200
Orden creada,M,30,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,100
Orden creada,M,21,Cali,5,70549.0,S,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,200
Orden creada,M,53,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,H,22,Jamundi,3,66400.0,S,No Aplica,NO,No Aplica,6,14,1,18-29,Internet,200
Rechazado,H,34,Cali,3,70549.0,C,No Aplica,NO,Doble Solicitud,6,14,0,30-39,Internet-voz,200
Orden creada,M,32,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,200
Orden creada,H,25,Cali,2,70549.0,N,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,200
Orden creada,M,47,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,100
Orden creada,H,55,Cali,5,74399.0,S,No Aplica,NO,No Aplica,6,14,1,50-59,Internet,300
Rechazado,M,56,Yumbo,3,63749.0,N,No Aplica,NO,Errores en la Solicitud,6,14,0,50-59,Internet-voz,100
Orden creada,H,58,Cali,3,63749.0,N,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,H,41,Cali,1,69749.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet,300
Orden creada,H,57,Cali,2,62250.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet,200
Orden creada,M,18,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,100
Orden creada,H,59,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,200
Orden creada,H,43,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,100
Orden creada,H,24,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,100
Orden creada,M,51,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,M,49,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,300
Orden creada,H,30,Cali,3,79049.0,S,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,300
Orden creada,H,55,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,200
Orden creada,M,52,Cali,2,63749.0,C,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,H,55,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Rechazado,M,37,Cali,4,63749.0,S,No Aplica,NO,Tiempos y Procesos,6,14,0,30-39,Internet-voz,100
Orden creada,M,35,Cali,2,63749.0,O,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,100
Orden creada,H,56,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,M,32,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,300
Orden creada,M,45,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,300
Orden creada,M,20,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,100
Orden creada,H,38,Cali,3,74399.0,C,Cartera,SI,No Aplica,6,14,1,30-39,Internet-voz,300
Orden creada,M,26,Cali,3,63749.0,S,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,100
Orden creada,M,35,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,200
Orden creada,H,29,Cali,2,79049.0,O,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,300
Orden creada,M,58,Cali,1,63749.0,O,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,H,23,Cali,6,56249.0,S,Anulacion,SI,No Aplica,6,14,1,18-29,Internet,100
Orden creada,M,44,Cali,3,70549.0,S,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,200
Orden creada,M,44,Cali,3,79049.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,300
Orden creada,H,31,Cali,2,56249.0,N,No Aplica,NO,No Aplica,6,14,1,30-39,Internet,100
Orden creada,H,28,Cali,3,79049.0,O,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,300
Orden creada,M,23,Cali,2,62250.0,S,No Aplica,NO,No Aplica,6,14,1,18-29,Internet,200
Orden creada,H,48,Cali,3,70549.0,S,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,200
Orden creada,H,64,Cali,3,56249.0,N,No Aplica,NO,No Aplica,6,14,1,60-69,Internet,100
Orden creada,H,25,Yumbo,2,63749.0,N,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,100
Orden creada,M,43,Cali,1,79049.0,O,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,300
Orden creada,H,19,Cali,2,69749.0,S,No Aplica,NO,No Aplica,6,14,1,18-29,Internet,300
Orden creada,H,22,Cali,2,69749.0,C,Cartera,SI,No Aplica,6,14,1,18-29,Internet,300
Orden creada,H,30,Cali,6,79049.0,S,No Aplica,NO,No Aplica,6,14,1,30-39,Internet-voz,300
Rechazado,H,23,Cali,1,66399.0,O,No Aplica,NO,Financiero,6,14,0,18-29,Internet-voz,200
Orden creada,H,63,Cali,1,70549.0,O,No Aplica,NO,No Aplica,6,14,1,60-69,Internet-voz,200
Orden creada,H,29,Cali,5,70549.0,S,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,200
Rechazado,H,25,Cali,3,79049.0,C,No Aplica,NO,Financiero,6,14,0,18-29,Internet-voz,300
Orden creada,H,42,Cali,3,79049.0,S,No Aplica,NO,No Aplica,6,14,1,40-49,Internet-voz,300
Orden creada,M,58,Cali,3,59999.0,C,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
Orden creada,H,37,Cali,2,56249.0,C,No Aplica,NO,No Aplica,6,14,1,30-39,Internet,100
Rechazado,M,63,Cali,1,70549.0,O,No Aplica,NO,Errores en la Solicitud,6,14,0,60-69,Internet-voz,200
Orden creada,M,19,Cali,2,63749.0,C,No Aplica,NO,No Aplica,6,14,1,18-29,Internet-voz,100
Rechazado,H,43,Cali,2,70549.0,O,No Aplica,NO,Tiempos y Procesos,6,14,0,40-49,Internet-voz,200
Orden creada,M,46,Jamundi,5,69749.0,S,No Aplica,NO,No Aplica,6,14,1,40-49,Internet,300
Orden creada,H,38,Cali,4,79049.0,S,Cartera,SI,No Aplica,6,14,1,30-39,Internet-voz,300
Orden creada,M,51,Cali,1,63749.0,C,No Aplica,NO,No Aplica,6,14,1,50-59,Internet-voz,100
